ΑΜ;Κωδ. μαθ.;Βαθμός
SR000652;P1-4010;4.7
SR000652;P1-4010;4.7
SR000652;P1-4010;4.7
SR000652;P1-4030;6.8
SR000654;ICE1-1003;2.1
SR000654;ICE1-1004;7.3
SR000654;P1-1030;2.1
SR000654;P1-1040;7.3
SR000656;P1-2030;10
SR000656;P1-2030;10
SR000656;P1-2030;10
SR000657;ICE1-1001;0.5
SR000657;ICE1-1002;8
SR000657;ICE1-1003;7.3
SR000657;ICE1-1004;8
SR000657;ICE1-1005;4.7
SR000657;ICE1-1006;7.9
SR000657;ICE1-2001;4.7
SR000657;ICE1-2002;4.7
SR000657;ICE1-2004;3.8
SR000657;ICE1-2005;3.6
SR000657;ICE1-2006;3.2
SR000657;ICE1-3001;0.2
SR000657;ICE1-3003;4.4
SR000657;ICE1-3004;4.7
SR000657;ICE1-3005;0.7
SR000657;ICE1-3006;7.6
SR000657;ICE1-4001;7.6
SR000657;ICE1-4002;0.7
SR000657;ICE1-4003;0.5
SR000657;ICE1-4004;6.9
SR000657;ICE1-4005;3.2
SR000657;ICE1-4006;7.6
SR000657;ICE1-5001;3.1
SR000657;ICE1-5002;0.5
SR000657;ICE1-5003;0.5
SR000657;ICE1-5004;6.4
SR000657;ICE1-5006;3.1
SR000657;ICE1-6001;0.5
SR000657;ICE1-6002;8.8
SR000657;ICE1-6003;3.2
SR000657;ICE1-7001;5.9
SR000657;ICE1-7101;6.4
SR000657;ICE1-7102;1.2
SR000657;ICE1-7108;0
SR000657;ICE1-7110;0.1
SR000657;ICE1-7112;0.2
SR000657;ICE1-7301;6.4
SR000657;ICE1-7402;3.6
SR000657;ICE1-8101;3.1
SR000657;ICE1-8102;3.1
SR000657;ICE1-8301;7.6
SR000657;ICE1-8306;7.6
SR000657;P1-1010;0.5
SR000657;P1-1020;8
SR000657;P1-1030;8
SR000657;P1-1030;7.3
SR000657;P1-1040;8
SR000657;P1-1050;4.7
SR000657;P1-1060;7.9
SR000657;P1-2010;3.6
SR000657;P1-2020;4.7
SR000657;P1-2030;4.4
SR000657;P1-2040;3.8
SR000657;P1-2050;4.7
SR000657;P1-2060;3.2
SR000657;P1-3010;0.2
SR000657;P1-3020;3.5
SR000657;P1-3030;7.6
SR000657;P1-3040;4.7
SR000657;P1-3050;0.7
SR000657;P1-3060;7.6
SR000657;P1-4010;3.1
SR000657;P1-4020;0.7
SR000657;P1-4030;0.5
SR000657;P1-4040;6.9
SR000657;P1-4050;3.2
SR000657;P1-4060;7.6
SR000657;P1-5010;0.5
SR000657;P1-5020;0.5
SR000657;P1-5030;6.4
SR000657;P1-5040;3.1
SR000657;P1-5110;0.5
SR000657;P1-5120;3.1
SR000657;P1-5210;5.9
SR000657;P1-6010;8.8
SR000657;P1-6020;3.2
SR000657;P1-6110;6.4
SR000657;P1-6120;1.2
SR000657;P1-6320;6.4
SR000657;P1-9030;3.6
SR000657;P1-9030;3.6
SR000657;P1-9120;3.1
SR000657;P1-9140;0
SR000657;P1-9155;0.2
SR000657;P1-9170;0.1
SR000657;P1-9310;7.6
SR000657;P1-9335;7.6
SR000660;ICE1-2001;0.2
SR000660;ICE1-3004;4.7
SR000660;ICE1-3005;3.6
SR000660;ICE1-5001;3.6
SR000660;P1-1050;0.3
SR000660;P1-2010;0.3
SR000660;P1-2030;3.5
SR000660;P1-2030;3.5
SR000660;P1-2030;3.5
SR000660;P1-2050;0.2
SR000660;P1-3040;4.7
SR000660;P1-3050;3.6
SR000660;P1-4010;3.6
SR000660;P1-4010;3.6
SR000660;P1-4010;3.6
SR000660;P1-4010;3.6
SR000661;P1-3010;10
SR000661;P1-3020;3.5
SR000661;P1-3030;10
SR000661;P1-3040;3.5
SR000661;P1-3050;3.5
SR000662;ICE1-1001;0.5
SR000662;ICE1-1002;7.3
SR000662;ICE1-1003;6.6
SR000662;ICE1-1004;8.2
SR000662;ICE1-1005;3.2
SR000662;ICE1-1006;2.8
SR000662;ICE1-2001;4.7
SR000662;ICE1-2002;4.7
SR000662;ICE1-2004;7
SR000662;ICE1-2005;0.9
SR000662;ICE1-2006;3.2
SR000662;ICE1-3001;4.7
SR000662;ICE1-3002;0.7
SR000662;ICE1-3003;7.6
SR000662;ICE1-3004;0.7
SR000662;ICE1-3005;8.8
SR000662;ICE1-3006;7.9
SR000662;ICE1-4001;8.9
SR000662;ICE1-4002;5.9
SR000662;ICE1-4003;3.6
SR000662;ICE1-4004;0.5
SR000662;ICE1-4005;0.5
SR000662;ICE1-4006;0.2
SR000662;ICE1-5001;0.5
SR000662;ICE1-5002;6.4
SR000662;ICE1-5003;0.7
SR000662;ICE1-5004;6.9
SR000662;ICE1-5006;0.2
SR000662;ICE1-6001;2.1
SR000662;ICE1-6002;4.7
SR000662;ICE1-6003;8.8
SR000662;ICE1-6005;3.2
SR000662;ICE1-6006;8
SR000662;ICE1-7001;3.1
SR000662;ICE1-7110;8.8
SR000662;ICE1-7204;0.5
SR000662;ICE1-7301;0.1
SR000662;ICE1-7302;1.9
SR000662;ICE1-7402;4.7
SR000662;ICE1-8101;3.6
SR000662;ICE1-8109;0.2
SR000662;ICE1-8301;2.7
SR000662;ICE1-8307;2.6
SR000662;P1-1010;0.5
SR000662;P1-1020;7.3
SR000662;P1-1030;6.6
SR000662;P1-1040;8.2
SR000662;P1-1050;3.2
SR000662;P1-1060;2.8
SR000662;P1-2010;0.9
SR000662;P1-2020;4.7
SR000662;P1-2030;7.6
SR000662;P1-2030;7.6
SR000662;P1-2030;7.6
SR000662;P1-2040;7
SR000662;P1-2050;4.7
SR000662;P1-2060;3.2
SR000662;P1-3010;4.7
SR000662;P1-3020;0.7
SR000662;P1-3030;8.9
SR000662;P1-3040;0.7
SR000662;P1-3050;8.8
SR000662;P1-3060;7.9
SR000662;P1-4010;0.5
SR000662;P1-4020;5.9
SR000662;P1-4030;3.6
SR000662;P1-4040;0.5
SR000662;P1-4040;0.5
SR000662;P1-4050;0.5
SR000662;P1-4060;0.2
SR000662;P1-5010;2.1
SR000662;P1-5020;0.7
SR000662;P1-5030;6.9
SR000662;P1-5040;0.2
SR000662;P1-5110;6.4
SR000662;P1-5120;3.6
SR000662;P1-5210;3.1
SR000662;P1-5320;8
SR000662;P1-6010;4.7
SR000662;P1-6020;8.8
SR000662;P1-6310;1.9
SR000662;P1-6320;0.1
SR000662;P1-9030;4.7
SR000662;P1-9135;0.2
SR000662;P1-9170;8.8
SR000662;P1-9225;0.5
SR000662;P1-9310;2.7
SR000662;P1-9325;3.2
SR000662;P1-9350;2.6
SR000663;P1-1010;0.3
SR000663;P1-1030;9.4
SR000663;P1-2030;10
SR000663;P1-2030;10
SR000663;P1-2030;10
SR000663;P1-2050;10
SR000665;ICE1-1002;4.7
SR000665;ICE1-1003;1.7
SR000665;ICE1-1004;1.5
SR000665;ICE1-1006;1.9
SR000665;ICE1-2001;3.6
SR000665;ICE1-2005;0.7
SR000665;ICE1-2006;7.3
SR000665;ICE1-3002;0.9
SR000665;ICE1-3004;1.7
SR000665;ICE1-3006;1.9
SR000665;ICE1-4001;1.3
SR000665;ICE1-4002;4.7
SR000665;ICE1-4004;0.1
SR000665;ICE1-4005;1.2
SR000665;ICE1-5001;1.2
SR000665;ICE1-5003;6.9
SR000665;ICE1-6001;3.2
SR000665;ICE1-6004;7.6
SR000665;ICE1-6006;6.7
SR000665;ICE1-7001;0.2
SR000665;ICE1-7201;0.5
SR000665;ICE1-7204;0.5
SR000665;ICE1-7208;7
SR000665;ICE1-7302;8
SR000665;ICE1-7404;8.4
SR000665;ICE1-8112;0.5
SR000665;ICE1-8202;8.2
SR000665;P1-1010;7.5
SR000665;P1-1020;4.7
SR000665;P1-1030;1.7
SR000665;P1-1040;1.5
SR000665;P1-1060;1.9
SR000665;P1-2010;0.7
SR000665;P1-2050;3.6
SR000665;P1-2060;7.3
SR000665;P1-3020;0.9
SR000665;P1-3030;1.3
SR000665;P1-3040;1.7
SR000665;P1-3060;1.9
SR000665;P1-4010;1.2
SR000665;P1-4010;1.2
SR000665;P1-4010;1.2
SR000665;P1-4010;1.2
SR000665;P1-4020;1.8
SR000665;P1-4020;4.7
SR000665;P1-4030;8.6
SR000665;P1-4040;0.1
SR000665;P1-4050;1.2
SR000665;P1-5010;8.6
SR000665;P1-5010;3.2
SR000665;P1-5020;6.9
SR000665;P1-5030;0.3
SR000665;P1-5040;7.5
SR000665;P1-5210;0.2
SR000665;P1-5320;6.7
SR000665;P1-6010;7.4
SR000665;P1-6210;8.2
SR000665;P1-6220;0.5
SR000665;P1-6310;8
SR000665;P1-9025;8.4
SR000665;P1-9115;0.5
SR000665;P1-9225;0.5
SR000665;P1-9235;7.6
SR000665;P1-9250;7
SR000666;ICE1-2005;6.6
SR000666;ICE1-4001;0.7
SR000666;P1-2010;6.6
SR000666;P1-2030;10
SR000666;P1-2030;10
SR000666;P1-2030;10
SR000666;P1-3030;0.7
SR000666;P1-3050;6.8
SR000666;P1-4010;8.6
SR000666;P1-4010;8.6
SR000666;P1-4010;8.6
SR000666;P1-4010;8.6
SR000667;ICE1-1002;4.7
SR000667;ICE1-1003;3.6
SR000667;ICE1-1004;0.5
SR000667;P1-1010;8.6
SR000667;P1-1020;4.7
SR000667;P1-1030;3.6
SR000667;P1-1040;0.5
SR000668;ICE1-1002;1.3
SR000668;ICE1-4001;4.7
SR000668;P1-1020;1.3
SR000668;P1-1030;10
SR000668;P1-1030;7.4
SR000668;P1-1050;10
SR000668;P1-2020;7.5
SR000668;P1-2040;7.5
SR000668;P1-3020;3.5
SR000668;P1-3030;4.7
SR000668;P1-3040;10
SR000668;P1-3050;1.8
SR000668;P1-3050;1.1
SR000668;P1-4020;8.6
SR000668;P1-4030;3.5
SR000668;P1-4030;1.8
SR000668;P1-4040;7.5
SR000670;ICE1-4001;0.5
SR000670;ICE1-7404;3.6
SR000670;P1-3030;0.5
SR000670;P1-9025;3.6
SR000671;ICE1-1003;6.7
SR000671;P1-1030;6.7
SR000672;ICE1-1003;7.6
SR000672;ICE1-1004;4.7
SR000672;P1-1010;8.6
SR000672;P1-1030;7.6
SR000672;P1-1040;4.7
SR000672;P1-2010;7.5
SR000672;P1-2020;10
SR000672;P1-2030;10
SR000672;P1-2030;10
SR000672;P1-2030;10
SR000672;P1-3040;7.5
SR000673;ICE1-1003;3.2
SR000673;ICE1-1004;5.9
SR000673;ICE1-2001;0.2
SR000673;ICE1-2005;4.7
SR000673;ICE1-4001;1.2
SR000673;ICE1-4004;2.6
SR000673;P1-1030;3.2
SR000673;P1-1040;5.9
SR000673;P1-2010;4.7
SR000673;P1-2030;10
SR000673;P1-2030;10
SR000673;P1-2030;10
SR000673;P1-2050;0.2
SR000673;P1-3030;1.2
SR000673;P1-3040;0.8
SR000673;P1-4040;2.6
SR000675;ICE1-1001;2.8
SR000675;ICE1-1002;7.6
SR000675;ICE1-1003;0.5
SR000675;ICE1-1004;7
SR000675;ICE1-1005;3.2
SR000675;ICE1-1006;9.8
SR000675;ICE1-2001;6.6
SR000675;ICE1-2002;4.7
SR000675;ICE1-2005;4.7
SR000675;ICE1-2006;6.6
SR000675;ICE1-3002;7.6
SR000675;ICE1-3005;0.2
SR000675;ICE1-3006;1.9
SR000675;ICE1-4001;0.5
SR000675;ICE1-4002;4.7
SR000675;ICE1-4003;7.6
SR000675;ICE1-4005;0.5
SR000675;ICE1-5001;1.2
SR000675;P1-1010;2.8
SR000675;P1-1020;7.6
SR000675;P1-1030;0.5
SR000675;P1-1040;7
SR000675;P1-1050;3.2
SR000675;P1-1060;9.8
SR000675;P1-2010;4.7
SR000675;P1-2020;4.7
SR000675;P1-2050;6.6
SR000675;P1-2060;6.6
SR000675;P1-3020;4.7
SR000675;P1-3020;7.6
SR000675;P1-3030;0.5
SR000675;P1-3040;9.7
SR000675;P1-3050;0.2
SR000675;P1-3060;1.9
SR000675;P1-3060;0.5
SR000675;P1-4010;1.2
SR000675;P1-4010;1.2
SR000675;P1-4010;1.2
SR000675;P1-4010;1.2
SR000675;P1-4020;8.6
SR000675;P1-4020;4.7
SR000675;P1-4030;7.6
SR000675;P1-4050;0.5
SR000676;ICE1-1001;2.6
SR000676;ICE1-1002;9.9
SR000676;ICE1-1003;7.2
SR000676;ICE1-1004;8.7
SR000676;ICE1-2001;7.6
SR000676;ICE1-2002;2.8
SR000676;ICE1-2005;7.6
SR000676;ICE1-3004;7.9
SR000676;ICE1-3005;0.7
SR000676;ICE1-3006;6.9
SR000676;ICE1-4001;1.2
SR000676;ICE1-4002;3.1
SR000676;ICE1-4005;1.2
SR000676;ICE1-5001;0.7
SR000676;ICE1-6001;8
SR000676;P1-1010;2.6
SR000676;P1-1020;9.9
SR000676;P1-1030;7.2
SR000676;P1-1040;8.7
SR000676;P1-2010;7.6
SR000676;P1-2020;2.8
SR000676;P1-2030;10
SR000676;P1-2030;10
SR000676;P1-2030;10
SR000676;P1-2050;7.6
SR000676;P1-3030;1.2
SR000676;P1-3040;7.9
SR000676;P1-3050;0.7
SR000676;P1-3060;6.9
SR000676;P1-4010;0.7
SR000676;P1-4020;3.1
SR000676;P1-4050;1.2
SR000676;P1-5010;8
SR000677;ICE1-1001;4.7
SR000677;ICE1-1002;0.5
SR000677;ICE1-1003;4.7
SR000677;ICE1-1006;7
SR000677;ICE1-2002;3.2
SR000677;ICE1-2006;0.7
SR000677;P1-1010;4.7
SR000677;P1-1020;0.5
SR000677;P1-1030;4.7
SR000677;P1-1050;0.3
SR000677;P1-1050;0.3
SR000677;P1-1050;0.3
SR000677;P1-1060;7
SR000677;P1-2010;1.1
SR000677;P1-2020;3.2
SR000677;P1-2030;10
SR000677;P1-2030;10
SR000677;P1-2030;10
SR000677;P1-2060;6.8
SR000677;P1-2060;0.7
SR000678;ICE1-1003;0.7
SR000678;P1-1030;0.7
SR000678;P1-3020;4.2
SR000678;P1-4030;7.5
SR000678;P1-4040;10
SR000678;P1-4040;10
SR000679;P1-5020;10
SR000680;ICE1-1001;4.7
SR000680;ICE1-1002;3.2
SR000680;ICE1-1003;4.4
SR000680;ICE1-1004;6.9
SR000680;ICE1-1005;4.7
SR000680;ICE1-2001;4.7
SR000680;ICE1-2002;4.7
SR000680;ICE1-2005;8.8
SR000680;ICE1-3004;8
SR000680;ICE1-3005;0.1
SR000680;ICE1-3006;3.8
SR000680;ICE1-4001;8.4
SR000680;ICE1-4002;7.6
SR000680;ICE1-4003;3.6
SR000680;ICE1-4006;4.7
SR000680;ICE1-5001;0.7
SR000680;ICE1-6001;0.9
SR000680;ICE1-6006;7.6
SR000680;ICE1-7110;0.7
SR000680;ICE1-7301;4.7
SR000680;ICE1-7302;1.9
SR000680;ICE1-8301;4.7
SR000680;P1-1010;4.7
SR000680;P1-1020;3.2
SR000680;P1-1030;4.4
SR000680;P1-1040;6.9
SR000680;P1-1050;4.7
SR000680;P1-2010;8.8
SR000680;P1-2020;4.7
SR000680;P1-2030;1.8
SR000680;P1-2030;1.8
SR000680;P1-2030;1.8
SR000680;P1-2050;4.7
SR000680;P1-3010;7.5
SR000680;P1-3030;8.4
SR000680;P1-3040;8
SR000680;P1-3050;0.1
SR000680;P1-3060;3.8
SR000680;P1-3060;3.2
SR000680;P1-4010;0.7
SR000680;P1-4020;7.6
SR000680;P1-4030;3.6
SR000680;P1-4050;0.3
SR000680;P1-4060;4.7
SR000680;P1-5010;0.9
SR000680;P1-5030;10
SR000680;P1-5320;7.6
SR000680;P1-6310;1.9
SR000680;P1-6320;4.7
SR000680;P1-9170;0.7
SR000680;P1-9310;4.7
SR000680;P1-9340;8.6
SR000681;ICE1-1001;0
SR000681;ICE1-1002;0
SR000681;ICE1-1003;3.2
SR000681;ICE1-1004;8.8
SR000681;ICE1-1005;3.2
SR000681;ICE1-1006;7.9
SR000681;ICE1-2001;7
SR000681;ICE1-2002;2.8
SR000681;ICE1-2005;9.9
SR000681;ICE1-2006;3.8
SR000681;ICE1-3001;4.7
SR000681;ICE1-3002;7.3
SR000681;ICE1-3004;2.7
SR000681;ICE1-3005;0.7
SR000681;ICE1-4001;6
SR000681;ICE1-4003;3.2
SR000681;ICE1-4005;3.2
SR000681;ICE1-5001;3.2
SR000681;ICE1-6004;7.9
SR000681;P1-1010;0
SR000681;P1-1020;0
SR000681;P1-1030;3.2
SR000681;P1-1040;8.8
SR000681;P1-1050;3.2
SR000681;P1-1060;7.9
SR000681;P1-2010;9.9
SR000681;P1-2020;2.8
SR000681;P1-2050;7
SR000681;P1-2060;3.8
SR000681;P1-3010;4.7
SR000681;P1-3020;7.3
SR000681;P1-3030;6
SR000681;P1-3040;2.7
SR000681;P1-3050;0.7
SR000681;P1-3060;0.5
SR000681;P1-3060;0.5
SR000681;P1-4010;3.2
SR000681;P1-4030;3.2
SR000681;P1-4050;3.2
SR000681;P1-9235;7.9
SR000682;ICE1-1004;4.7
SR000682;ICE1-1006;0.7
SR000682;ICE1-2005;8.8
SR000682;ICE1-3005;8.8
SR000682;ICE1-4001;0.1
SR000682;P1-1030;0.3
SR000682;P1-1040;4.7
SR000682;P1-1060;0.7
SR000682;P1-2010;8.8
SR000682;P1-3030;0.1
SR000682;P1-3040;6.8
SR000682;P1-3050;8.8
SR000682;P1-5010;5.4
SR000683;ICE1-1001;0
SR000683;ICE1-1002;3.2
SR000683;ICE1-1004;4.7
SR000683;ICE1-1006;4.7
SR000683;P1-1010;0
SR000683;P1-1020;3.2
SR000683;P1-1030;5.4
SR000683;P1-1040;4.7
SR000683;P1-1060;4.7
SR000683;P1-2030;10
SR000683;P1-2030;10
SR000683;P1-2030;10
SR000683;P1-2050;7.5
SR000683;P1-2060;6.8
SR000684;ICE1-1001;2.8
SR000684;ICE1-1002;0
SR000684;ICE1-1003;6
SR000684;ICE1-1004;7.9
SR000684;ICE1-1005;2.8
SR000684;ICE1-1006;0.7
SR000684;ICE1-2001;2.6
SR000684;ICE1-2002;2.8
SR000684;ICE1-2005;6.9
SR000684;ICE1-2006;1.3
SR000684;ICE1-3001;4.7
SR000684;ICE1-3002;9.9
SR000684;ICE1-3003;8.8
SR000684;ICE1-3004;0
SR000684;ICE1-3005;7
SR000684;ICE1-3006;1.5
SR000684;ICE1-4001;1.3
SR000684;ICE1-4002;3.2
SR000684;ICE1-4003;8.4
SR000684;ICE1-4004;1.3
SR000684;ICE1-4006;7.6
SR000684;ICE1-5001;2.8
SR000684;ICE1-5002;5.7
SR000684;ICE1-5003;6.3
SR000684;ICE1-5004;7.6
SR000684;ICE1-5005;7
SR000684;ICE1-5006;2.8
SR000684;ICE1-6001;5.9
SR000684;ICE1-6002;7.6
SR000684;ICE1-6003;0.5
SR000684;ICE1-6004;2.1
SR000684;ICE1-6006;6
SR000684;ICE1-7201;6.9
SR000684;ICE1-7207;0.5
SR000684;ICE1-7208;3.1
SR000684;ICE1-7302;5.8
SR000684;ICE1-7404;8.4
SR000684;ICE1-8112;2.8
SR000684;ICE1-8201;8
SR000684;ICE1-8202;3.1
SR000684;ICE1-8207;6.7
SR000684;ICE1-8303;7.9
SR000684;P1-1010;2.8
SR000684;P1-1020;0
SR000684;P1-1030;6
SR000684;P1-1040;7.9
SR000684;P1-1050;2.8
SR000684;P1-1060;0.7
SR000684;P1-2010;6.9
SR000684;P1-2020;2.8
SR000684;P1-2030;8.8
SR000684;P1-2050;2.6
SR000684;P1-2060;1.3
SR000684;P1-3010;0.3
SR000684;P1-3010;4.7
SR000684;P1-3020;9.9
SR000684;P1-3030;1.3
SR000684;P1-3040;0
SR000684;P1-3050;7
SR000684;P1-3060;1.5
SR000684;P1-4010;2.8
SR000684;P1-4010;2.8
SR000684;P1-4010;2.8
SR000684;P1-4010;2.8
SR000684;P1-4020;3.2
SR000684;P1-4030;8.4
SR000684;P1-4040;1.3
SR000684;P1-4060;7.6
SR000684;P1-5010;5.9
SR000684;P1-5020;6.3
SR000684;P1-5030;7.6
SR000684;P1-5040;2.8
SR000684;P1-5110;5.7
SR000684;P1-5220;7
SR000684;P1-5320;6
SR000684;P1-6010;7.6
SR000684;P1-6020;0.5
SR000684;P1-6210;3.1
SR000684;P1-6220;6.9
SR000684;P1-6310;5.8
SR000684;P1-9025;8.4
SR000684;P1-9115;2.8
SR000684;P1-9210;6.7
SR000684;P1-9230;1.9
SR000684;P1-9235;2.1
SR000684;P1-9245;8
SR000684;P1-9250;3.1
SR000684;P1-9255;0.5
SR000684;P1-9320;7.9
SR000686;ICE1-2005;4.7
SR000686;P1-1030;10
SR000686;P1-2010;4.7
SR000686;P1-2020;10
SR000686;P1-2050;10
SR000687;ICE1-1002;7.6
SR000687;P1-1010;10
SR000687;P1-1010;10
SR000687;P1-1020;7.6
SR000688;ICE1-1001;3.2
SR000688;ICE1-1002;2.8
SR000688;ICE1-1003;0.5
SR000688;ICE1-1004;2.2
SR000688;ICE1-1005;2.8
SR000688;ICE1-1006;5.2
SR000688;ICE1-2001;5.9
SR000688;ICE1-2002;0.5
SR000688;ICE1-2005;0.5
SR000688;ICE1-2006;0.6
SR000688;ICE1-3001;0.5
SR000688;ICE1-3002;5
SR000688;ICE1-3004;4.7
SR000688;ICE1-3005;0.2
SR000688;ICE1-3006;6.4
SR000688;ICE1-4001;2.8
SR000688;ICE1-4002;7.6
SR000688;ICE1-4003;3.2
SR000688;ICE1-4005;8.4
SR000688;ICE1-4006;6.4
SR000688;ICE1-5001;0
SR000688;ICE1-6004;8
SR000688;P1-1010;3.2
SR000688;P1-1020;2.8
SR000688;P1-1030;0.5
SR000688;P1-1040;2.2
SR000688;P1-1050;2.8
SR000688;P1-1060;5.2
SR000688;P1-2010;0.5
SR000688;P1-2020;0.5
SR000688;P1-2050;5.9
SR000688;P1-2060;0.6
SR000688;P1-3010;0.5
SR000688;P1-3020;5
SR000688;P1-3030;2.8
SR000688;P1-3040;4.7
SR000688;P1-3050;0.2
SR000688;P1-3060;6.4
SR000688;P1-4010;0
SR000688;P1-4010;0
SR000688;P1-4010;0
SR000688;P1-4010;0
SR000688;P1-4020;7.6
SR000688;P1-4030;3.2
SR000688;P1-4040;2.5
SR000688;P1-4050;8.4
SR000688;P1-4060;6.4
SR000688;P1-9235;8
SR000691;ICE1-1003;0.1
SR000691;ICE1-1004;8.8
SR000691;ICE1-1005;4.7
SR000691;ICE1-2005;6.9
SR000691;ICE1-3003;3.6
SR000691;ICE1-3005;6.4
SR000691;ICE1-3006;6.6
SR000691;ICE1-4001;3.6
SR000691;ICE1-4005;3.6
SR000691;ICE1-5001;1.2
SR000691;P1-1030;0.1
SR000691;P1-1040;8.8
SR000691;P1-1050;4.7
SR000691;P1-2010;6.9
SR000691;P1-2020;7.5
SR000691;P1-2030;3.6
SR000691;P1-2050;7.5
SR000691;P1-2050;7.5
SR000691;P1-3010;10
SR000691;P1-3030;3.6
SR000691;P1-3040;9.4
SR000691;P1-3040;6.8
SR000691;P1-3050;6.4
SR000691;P1-3060;4.7
SR000691;P1-3060;6.6
SR000691;P1-4010;1.2
SR000691;P1-4010;1.2
SR000691;P1-4010;1.2
SR000691;P1-4010;1.2
SR000691;P1-4040;8.6
SR000691;P1-4050;3.6
SR000692;ICE1-4001;4.7
SR000692;P1-3030;4.7
SR000696;ICE1-1002;4.7
SR000696;ICE1-1003;8.8
SR000696;ICE1-2005;6.7
SR000696;ICE1-4001;7.6
SR000696;P1-1020;4.7
SR000696;P1-1030;8.8
SR000696;P1-1050;0.3
SR000696;P1-1050;0.3
SR000696;P1-1060;10
SR000696;P1-2010;6.7
SR000696;P1-3020;4.2
SR000696;P1-3030;7.6
SR000696;P1-3040;0.3
SR000696;P1-3040;6.8
SR000699;ICE1-1002;4.7
SR000699;ICE1-1003;4.7
SR000699;ICE1-1005;4.7
SR000699;ICE1-2006;4.7
SR000699;ICE1-4001;0.5
SR000699;ICE1-5001;4.7
SR000699;P1-1020;4.7
SR000699;P1-1030;4.7
SR000699;P1-1050;4.7
SR000699;P1-2060;7.5
SR000699;P1-2060;4.7
SR000699;P1-3020;1.1
SR000699;P1-3030;3.7
SR000699;P1-3030;0.5
SR000699;P1-4010;8.6
SR000699;P1-4010;8.6
SR000699;P1-4010;8.6
SR000699;P1-4010;8.6
SR000699;P1-4010;4.7
SR000699;P1-4030;3.5
SR000700;ICE1-1003;4.7
SR000700;ICE1-2001;0.5
SR000700;P1-1030;4.7
SR000700;P1-2050;0.5
SR000702;ICE1-1001;0.5
SR000702;ICE1-1002;0.2
SR000702;ICE1-1003;1.2
SR000702;ICE1-1004;0.7
SR000702;ICE1-1005;0.7
SR000702;ICE1-1006;0.5
SR000702;ICE1-2001;4.7
SR000702;ICE1-2002;4.7
SR000702;ICE1-2005;0.2
SR000702;ICE1-2006;0
SR000702;P1-1010;0.5
SR000702;P1-1020;0.2
SR000702;P1-1030;3.4
SR000702;P1-1030;1.2
SR000702;P1-1040;0.7
SR000702;P1-1050;8.6
SR000702;P1-1050;0.7
SR000702;P1-1060;0.5
SR000702;P1-2010;0.2
SR000702;P1-2020;4.7
SR000702;P1-2030;8.6
SR000702;P1-2030;8.6
SR000702;P1-2030;8.6
SR000702;P1-2050;4.7
SR000702;P1-2060;0
SR000703;P1-1030;8.5
SR000704;ICE1-1002;3.2
SR000704;ICE1-1003;0.2
SR000704;ICE1-1004;8
SR000704;ICE1-1005;4.7
SR000704;ICE1-2002;4.7
SR000704;ICE1-2005;4.7
SR000704;ICE1-3003;3.6
SR000704;P1-1010;8.6
SR000704;P1-1020;6.8
SR000704;P1-1020;3.2
SR000704;P1-1030;9.4
SR000704;P1-1030;0.2
SR000704;P1-1040;8
SR000704;P1-1050;6.8
SR000704;P1-1050;4.7
SR000704;P1-1050;4.7
SR000704;P1-1060;8.6
SR000704;P1-2010;4.7
SR000704;P1-2020;4.7
SR000704;P1-2030;3.6
SR000704;P1-2050;10
SR000704;P1-2060;8.6
SR000704;P1-2060;6.8
SR000708;ICE1-1001;7.9
SR000708;ICE1-1002;2.1
SR000708;ICE1-1003;4.4
SR000708;ICE1-1004;0.5
SR000708;ICE1-1005;0.2
SR000708;ICE1-1006;0.5
SR000708;ICE1-2001;4.7
SR000708;ICE1-2002;7.6
SR000708;ICE1-2004;8
SR000708;ICE1-2005;1.3
SR000708;ICE1-2006;0.2
SR000708;ICE1-3001;2.8
SR000708;ICE1-3003;9.1
SR000708;ICE1-3004;3.1
SR000708;ICE1-3005;8
SR000708;ICE1-3006;3.2
SR000708;ICE1-4001;5.9
SR000708;ICE1-4002;0.2
SR000708;ICE1-4003;3.2
SR000708;ICE1-4004;9.9
SR000708;ICE1-4005;8.4
SR000708;ICE1-4006;3.2
SR000708;ICE1-5001;0.2
SR000708;ICE1-5002;6.6
SR000708;ICE1-5003;7.6
SR000708;ICE1-5004;4.7
SR000708;ICE1-5006;0.5
SR000708;ICE1-6001;0.9
SR000708;ICE1-6002;6.4
SR000708;ICE1-6003;6.3
SR000708;ICE1-6005;8
SR000708;ICE1-6006;5.9
SR000708;ICE1-7001;2.7
SR000708;ICE1-7102;0.5
SR000708;ICE1-7110;7.6
SR000708;ICE1-7204;0.2
SR000708;ICE1-7206;8.4
SR000708;ICE1-7301;8.4
SR000708;ICE1-7302;4.4
SR000708;ICE1-7305;0
SR000708;ICE1-8101;5.9
SR000708;ICE1-8301;0.2
SR000708;ICE1-8303;0.2
SR000708;P1-1010;7.9
SR000708;P1-1020;2.1
SR000708;P1-1030;4.4
SR000708;P1-1040;0.5
SR000708;P1-1050;0.2
SR000708;P1-1060;4.2
SR000708;P1-1060;0.5
SR000708;P1-2010;1.3
SR000708;P1-2020;7.6
SR000708;P1-2030;9.1
SR000708;P1-2040;8
SR000708;P1-2050;4.7
SR000708;P1-2060;0.2
SR000708;P1-3010;2.8
SR000708;P1-3030;5.9
SR000708;P1-3040;3.1
SR000708;P1-3050;8
SR000708;P1-3060;3.2
